pidx,jhno,pno,url,status,name,yomi,spot
180,6,12,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/737/,国重要文化的景観　重要な構成要素,後楽荘（日本料理店）,こうらくそう,岐阜県岐阜市
181,6,13,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/739/,国重要文化的景観　重要な構成要素,川原町屋（喫茶店）,かわらまちや,岐阜県岐阜市
182,6,14,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/741/,国重要文化的景観　重要な構成要素,鵜匠家,うしょうけ,岐阜県岐阜市
183,6,15,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/743/,国重要文化的景観　重要な構成要素,川原町のまちなみ,かわらまちのまちなみ,岐阜県岐阜市
184,6,16,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/745/,国重要文化的景観　重要な構成要素,御鮨街道のまちなみ,おすしかいどうのまちなみ,岐阜県岐阜市
185,6,17,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/747/,国重要文化的景観　重要な構成要素,妙照寺本堂・庫裏,みょうしょうじほんどう・くり,岐阜県岐阜市
186,6,18,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/749/,国重要文化財,楽市楽座制札附織田信長　百姓帰住制札５点,らくいちらくざせいさつ　つけたり　おだのぶながひゃくしょうきじゅうせいさつ,岐阜県岐阜市
187,6,19,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/751/,国重要文化的景観　重要な構成要素,善光寺,ぜんこうじ,岐阜県岐阜市
188,6,20,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/753/,未指定,法華寺,ほっけじ,岐阜県岐阜市
189,6,21,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/755/,市史跡,御薗の榎,みそののえのき,岐阜県岐阜市
190,6,22,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/757/,未指定,伊奈波神社,いなばじんじゃ,岐阜県岐阜市
191,6,23,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/759/,市有形民俗文化財,岐阜まつり,ぎふまつり,岐阜県岐阜市
192,6,24,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/761/,国重要文化的景観　重要な構成要素,正法寺（岐阜大仏）,しょうぼうじ（ぎふだいぶつ）,岐阜県岐阜市
193,6,25,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/763/,国登録有形民俗文化財、国指定伝統的工芸品,岐阜提灯（岐阜提灯の製作道具及び製品）,ぎふちょうちん（ぎふちょうちんのせいさくどうぐおよびせいひん）,岐阜県岐阜市
194,6,26,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/765/,岐阜県郷土工芸品,岐阜団扇,ぎふうちわ,岐阜県岐阜市
195,6,27,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/767/,国指定伝統的工芸品,岐阜和傘,ぎふわがさ,岐阜県岐阜市
196,7,1,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/3/,国史跡,斎宮跡　（さいくう平安の杜）,,三重県明和町
197,7,2,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/14/,国重文,斎宮跡出土品（斎宮歴史博物館）,,三重県明和町
198,7,3,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/17/,未指定,斎王の森,,三重県明和町
199,7,4,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/21/,未指定,竹神社,,三重県明和町
200,7,5,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/23/,未指定,祓川,,三重県明和町
201,7,6,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/29/,未指定,竹川の花園,,三重県明和町
202,7,7,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/33/,未指定,隆子女王の墓,,三重県明和町
203,7,8,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/35/,町史跡,斎王尾野湊御禊場跡,,三重県明和町
204,7,9,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/37/,未指定,大淀,,三重県明和町
205,7,10,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/39/,未指定,業平松,,三重県明和町
206,7,11,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/41/,未指定,佐々夫江行宮跡,,三重県明和町
207,7,12,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/43/,未指定,カケチカラ発祥の地,,三重県明和町
208,8,1,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/104/,世界文化遺産、国史跡・天然記念物・国宝・重要文化財・登録有形文化財、県指定,比叡山延暦寺,,滋賀県大津市
209,8,2,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/106/,国宝・重要文化財、県指定,園城寺（三井寺）,,滋賀県大津市
210,8,3,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/108/,国宝・重要文化財、県指定,日吉大社,,滋賀県大津市
211,8,4,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/110/,重要文化財、登録有形文化財,西教寺,,滋賀県大津市
212,8,5,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/112/,国宝・重要文化財・天然記念物,石山寺,,滋賀県大津市
213,8,6,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/114/,重要文化財・登録有形文化財,白鬚神社,,滋賀県高島市
214,8,7,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/116/,重要文化財,シコブチ信仰,,滋賀県高島市
215,8,8,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/118/,重要文化的景観,海津・西浜・知内の水辺景観,,滋賀県高島市
216,8,9,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/120/,重要文化的景観,針江・霜降の水辺景観,,滋賀県高島市
217,8,10,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/122/,重要文化的景観,大溝の水辺景観,,滋賀県高島市
218,8,11,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/124/,重要文化財、県指定,長命寺,,滋賀県近江八幡市
219,8,12,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/126/,重要文化財,伊崎寺,,滋賀県近江八幡市
220,8,13,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/128/,重要文化的景観,近江八幡の水郷,,滋賀県近江八幡市
221,8,14,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/130/,未指定,沖島,,滋賀県近江八幡市
222,8,15,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/132/,未指定,伊庭の水辺景観,,滋賀県東近江市
223,8,16,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/134/,重要伝統的建造物群保存地区,五箇荘金堂,,滋賀県東近江市
224,8,17,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/136/,名勝,旧彦根藩松原下屋敷（お浜御殿）庭園,,滋賀県彦根市
225,8,18,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/138/,名勝,玄宮楽々園,,滋賀県彦根市
226,8,19,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/157/,特別史跡・国宝・重要文化財,彦根城跡,,滋賀県彦根市
227,8,20,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/159/,史跡、天然記念物,伊吹山西麓地域,,滋賀県米原市
228,8,21,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/161/,国選択無形民俗文化財,朝日豊年太鼓踊,,滋賀県米原市
229,8,22,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/163/,天然記念物、登録有形文化財、市指定,醒井宿,,滋賀県米原市
230,8,23,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/165/,重要文化的景観,東草野の山村景観,,滋賀県米原市
231,8,24,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/167/,名勝、史跡、国宝、重要文化財、県指定,竹生島,,滋賀県長浜市
232,8,25,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/169/,重要文化的景観,菅浦の湖岸集落景観,,滋賀県長浜市
233,8,26,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/171/,重要文化財、史跡,芦浦観音寺,,滋賀県草津市
234,8,27,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/173/,重要無形民俗文化財,草津のサンヤレ踊り(矢倉・下笠・片岡・長束・志那・吉田・志那中),,滋賀県草津市
235,8,28,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/175/,市指定,大庄屋諏訪家屋敷,,滋賀県守山市
236,8,29,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/177/,重要無形民俗文化財,近江のケンケト祭り・長刀振りの鮒ずし切りの神事,,滋賀県守山市
237,8,30,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/179/,市指定,慈眼寺,,滋賀県守山市
238,8,31,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/181/,未指定,守山の湧水とホタル,,滋賀県守山市
239,8,32,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/1070/,名勝、県指定,兵主大社と八ケ崎神事,,滋賀県野洲市
240,8,33,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/184/,未指定（伝統漁法）、県選択無形民俗（滋賀の食文化財）,琵琶湖の伝統漁法（ヤナ・オイサデ・エリ漁）と食文化,,滋賀県大津市滋賀県彦根市滋賀県長浜市滋賀県近江八幡市滋賀県高島市滋賀県東近江市滋賀県米原市
241,9,1,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/443/,未指定,黄檗山萬福寺門前の「駒蹄影園跡碑」,,京都府宇治市
242,9,2,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/445/,国重要文化的景観,「奥ノ山」茶園,「おくのやま」ちゃえん,京都府宇治市
243,9,3,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/447/,国重要文化的景観、府指定名勝、府文化財環境保全地区、市指定有形文化財,興聖寺,こうしょうじ,京都府宇治市
244,9,4,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/449/,国重要文化的景観,茶陶「朝日焼」,ちゃとう「あさひやき」,京都府宇治市
245,9,5,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/451/,国重要文化的景観,白川地区の茶畑,しらかわちくのちゃばたけ,京都府宇治市
246,9,6,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/453/,国重要文化的景観,中宇治の街並み,なかうじのまちなみ,京都府宇治市
247,9,7,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/455/,国重要文化的景観、重文(浮島十三重塔),宇治川,うじがわ,京都府宇治市
248,9,8,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/457/,国重要文化的景観、重文(宇治橋断碑),宇治橋,うじばし,京都府宇治市
249,9,9,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/459/,国重要文化的景観,通圓茶屋,つうえんちゃや,京都府宇治市
250,9,10,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/461/,国重要文化的景観、重文(宇治橋断碑、浮島十三重塔),橋寺放生院,はしでらほうじょういん,京都府宇治市
251,9,11,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/463/,重文(大雄宝殿、紙本著色隠元和尚像など多数)境内は府史跡,黄檗山萬福寺,おうばくさんまんぷくじ,京都府宇治市
252,9,12,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/465/,未指定,名水汲み上げの儀,,京都府宇治市
253,9,13,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/467/,未指定,茶壷口切の儀,,京都府宇治市
254,9,14,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/469/,未指定,茶筅塚供養の儀,,京都府宇治市
255,9,15,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/471/,国重要文化的景観,京都府茶業研究所付属茶園,きょうとふちゃぎょうけんきゅうじょふぞくちゃえん,京都府宇治市
256,9,16,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/473/,重文(本殿、木造莵道稚郎子命坐像),宇治神社,うじじんじゃ,京都府宇治市
257,9,17,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/475/,国宝(本殿、拝殿等)/重文(本殿扉絵),宇治上神社,うじがみじんじゃ,京都府宇治市
258,9,18,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/477/,未指定,小倉地区の茶畑,,京都府宇治市
259,9,19,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/479/,八幡市域：府景観資産、城陽市域：府景観資産、 久御山町域：府景観資産申請予定,流れ橋と両岸上津屋・浜台の「浜茶」,,京都府城陽市京都府八幡市京都府久御山町
260,9,20,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/481/,府景観資産,飯岡の茶畑,,京都府京田辺市
261,9,21,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/483/,国宝（五重塔）/重文（文殊堂、木造十一面観音立像など）,海住山寺,かいじゅうせんじ,京都府木津川市
262,9,22,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/485/,未指定,上狛茶問屋街,,京都府木津川市
263,9,23,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/487/,未指定,京都府立木津高等学校付属茶園、製茶工場,,京都府木津川市
264,9,24,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/489/,未指定,多賀の「森の茶園」,,京都府井手町
265,9,25,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/491/,府景観資産、町指定文化財,永谷宗円生家,,京都府宇治田原町
266,9,26,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/493/,府景観資産(湯屋谷の茶畑),湯屋谷の茶畑、茶農家、茶問屋の街並み,,京都府宇治田原町
267,9,27,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/495/,未指定,笠置有市の茶畑・索道台跡,,京都府笠置町
268,9,28,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/497/,府景観資産、文化的景観（原山）,湯船・原山の茶畑,,京都府和束町
269,9,29,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/499/,重文(多宝塔、宝篋印塔、木造弥勒菩薩坐像など)、 境内は国史跡,鷲峰山　金胎寺,じゅうぶざん　こんたいじ,京都府和束町
270,9,30,https://japan-heritage.bunka.go.jp/ja/culturalproperties/result/501/,府景観資産(石寺、撰原、釜塚)、府文化的景観,石寺・白栖・撰原・釜塚の茶畑,,京都府和束町
